lemma,pos,ehitz_freq,syls,syl_n
aharrausi,N,4.115,a-ha-rrau-si,4
botatze,N,2.195,bo-ta-tze,3
bote,N,1.92,bo-te,2
botere,N,75.437,bo-te-re,3
boteretsu,G,2.743,bo-te-re-tsu,4
botika,N,9.052,bo-ti-ka,3
botila,N,41.696,bo-ti-la,3
boto,N,27.157,bo-to,2
botoi,N,13.167,bo-toi,2
botoidun,G,0.549,bo-toi-dun,3
aharrausika,A,1.646,a-ha-rrau-si-ka,5
botones,N,1.097,bo-to-nes,3
bou,N,1.097,bou,1
bourbon,N,0.549,bour-bon,2
boxeo,N,0.823,bo-xe-o,3
boxeolari,N,1.097,bo-xe-o-la-ri,5
boz,N,12.893,boz,1
bozeramaile,N,2.195,bo-ze-ra-mai-le,5
bozeto,G,1.646,bo-ze-to,3
bozgorailu,N,1.646,boz-go-rai-lu,4
bozina,N,2.195,bo-zi-na,3
ahate,N,7.132,a-ha-te,3
bozka,A,1.372,boz-ka,2
bozkario,N,2.469,boz-ka-ri-o,4
bozkatu,V,3.566,boz-ka-tu,3
bozketa,N,6.584,boz-ke-ta,3
brageta,N,1.372,bra-ge-ta,3
brakiopodo,G,0.549,bra-ki-o-po-do,5
braktea,N,0.549,brak-te-a,3
branka,N,3.566,bran-ka,2
brankia,N,2.195,bran-ki-a,3
brasildar,G,1.097,bra-sil-dar,3
ahaztu,V,175.014,a-haz-tu,3
brast,O,0.823,brast,1
brau,A,1.097,brau,1
brauki,N,1.097,brau-ki,2
braza,N,1.097,bra-za,2
brebiario,N,1.92,bre-bi-a-ri-o,5
breka,G,0.823,bre-ka,2
bretoi,N,6.035,bre-toi,2
brick,N,0.549,brick,1
brida,N,0.549,bri-da,2
ahaztuarazi,N,1.646,a-haz-tu-a-ra-zi,6
brigada,N,2.743,bri-ga-da,3
brindis,N,0.549,brin-dis,2
brinko,N,1.097,brin-ko,2
brinkoka,A,0.823,brin-ko-ka,3
britainiar,N,12.344,bri-tai-ni-ar,4
britaniko,G,0.549,bri-ta-ni-ko,4
brokatu,V,0.823,bro-ka-tu,3
broma,N,4.389,bro-ma,2
bromuro,N,0.823,bro-mu-ro,3
ahaztuxe,N,0.549,a-haz-tu-xe,4
bronka,G,1.097,bron-ka,2
bronkio,N,1.646,bron-ki-o,3
bronkitis,N,0.549,bron-ki-tis,3
brontze,N,8.504,bron-tze,2
brotxa,N,3.017,bro-txa,2
brusa,N,4.115,bru-sa,2
buda,G,1.372,bu-da,2
budismo,N,0.549,bu-dis-mo,3
budista,N,1.646,bu-dis-ta,3
ahitu,V,6.858,a-hi-tu,3
buelo,G,0.823,bu-e-lo,3
buelta,N,56.509,bu-el-ta,3
bueltaka,A,17.556,bu-el-ta-ka,4
bueltatu,V,18.379,bu-el-ta-tu,4
bueno,O,33.741,bu-e-no,3
bufalo,N,0.549,bu-fa-lo,3
bufanda,N,3.017,bu-fan-da,3
bufoi,N,1.372,bu-foi,2
ahizpa,N,16.185,a-hiz-pa,3
bugainbilea,G,0.549,bu-gain-bi-le-a,5
buhame,N,1.372,bu-ha-me,3
buia,N,0.549,bu-ia,2
buila,N,1.92,bu-i-la,3
bukaera,N,53.766,bu-ka-e-ra,4
bukaezin,G,1.372,bu-ka-e-zin,4
bukatu,V,154.715,bu-ka-tu,3
aho,N,83.941,a-ho,2
bukoliko,G,0.549,bu-ko-li-ko,4
bular,N,15.636,bu-lar,2
bularka,N,0.549,bu-lar-ka,3
bularralde,N,1.92,bu-la-rral-de,4
bularretako,N,0.823,bu-la-rre-ta-ko,5
bulartsu,G,2.195,bu-lar-tsu,3
bulda,N,0.823,bul-da,2
bulebar,N,0.549,bu-le-bar,3
bulegari,N,0.549,bu-le-ga-ri,4
bulego,N,27.157,bu-le-go,3
ahogaineratu,G,0.823,a-ho-gai-ne-ra-tu,6
bulegotika,G,0.823,bu-le-go-ti-ka,5
buletin,N,11.247,bu-le-tin,3
bulimia,N,1.097,bu-li-mi-a,4
bulkada,N,4.938,bul-ka-da,3
bulkatu,V,0.823,bul-ka-tu,3
bulldog,N,0.823,bull-dog,2
bulta,N,1.646,bul-ta,2
bulto,N,2.195,bul-to,2
bultza,N,15.362,bul-tza,2
bultzada,N,30.998,bul-tza-da,3
ahobero,G,1.097,a-ho-be-ro,4
bultzadura,N,0.823,bul-tza-du-ra,4
bultzagarri,G,1.372,bul-tza-ga-rri,4
bultzagile,N,1.097,bul-tza-gi-le,4
bultzaka,A,6.584,bul-tza-ka,3
bultzakada,N,2.195,bul-tza-ka-da,4
bultzapen,N,0.823,bul-tza-pen,3
bultzatu,V,73.517,bul-tza-tu,3
bultzatzaile,N,5.761,bul-tza-tzai-le,4
bultzatze,N,1.097,bul-tza-tze,3
ahokada,N,1.097,a-ho-ka-da,4
bultzi,N,0.549,bul-tzi,2
bungalow,N,0.823,bun-ga-low,3
bunker,N,0.823,bun-ker,2
burbuila,N,2.195,bur-bu-i-la,4
burdina,N,38.13,bur-di-na,3
burdindegi,N,0.549,bur-din-de-gi,4
burdineria,N,0.549,bur-di-ne-ri-a,5
burdingintza,N,4.938,bur-din-gin-tza,4
burdinola,N,11.796,bur-di-no-la,4
burdintsu,G,1.92,bur-din-tsu,3
ahokadura,N,0.823,a-ho-ka-du-ra,5
burdinurtu,N,3.566,bur-di-nur-tu,4
burezur,N,0.549,bu-re-zur,3
burges,G,24.414,bur-ges,2
burgesia,N,18.105,bur-ge-si-a,4
burkide,N,2.469,bur-ki-de,3
burla,N,8.504,bur-la,2
burlati,G,0.549,bur-la-ti,3
burlatu,V,0.823,bur-la-tu,3
ahokatu,V,0.823,a-ho-ka-tu,4
burmuin,N,0.549,bur-mu-in,3
burokrata,N,1.372,bu-ro-kra-ta,4
burokratiko,G,1.097,bu-ro-kra-ti-ko,5
burokrazia,N,3.017,bu-ro-kra-zi-a,5
burrunba,N,7.132,bu-rrun-ba,3
burrundara,N,1.646,bu-rrun-da-ra,4
burruntzali,N,0.549,bu-rrun-tza-li,4
burrustan,A,1.646,bu-rrus-tan,3
ahoko,N,8.778,a-ho-ko,3
burtsa,N,1.92,bur-tsa,2
burtzikari,G,0.549,bur-tzi-ka-ri,4
buru,N,246.611,bu-ru,2
buruzuri,G,0.549,bu-ru-zu-ri,4
buruarin,G,0.549,bu-ru-a-rin,4
burubide,N,4.115,bu-ru-bi-de,4
burudun,G,0.549,bu-ru-dun,3
buruera,N,0.549,bu-ru-e-ra,4
burugabe,G,0.549,bu-ru-ga-be,4
aholkatu,V,6.309,a-hol-ka-tu,4
burugabekeria,N,1.646,bu-ru-ga-be-ke-ri-a,7
burugogor,G,1.097,bu-ru-go-gor,4
buruhandi,G,1.646,bu-ru-han-di,4
buruhauste,N,13.716,bu-ru-haus-te,4
burujabe,G,3.566,bu-ru-ja-be,4
burujabetza,N,2.743,bu-ru-ja-be-tza,5
burukada,N,0.549,bu-ru-ka-da,4
buruketa,N,3.566,bu-ru-ke-ta,4
burukide,N,2.469,bu-ru-ki-de,4
aholku,N,32.369,a-hol-ku,3
buruko,N,46.085,bu-ru-ko,3
burumakur,G,6.309,bu-ru-ma-kur,4
bururapen,N,1.372,bu-ru-ra-pen,4
bururatu,V,51.023,bu-ru-ra-tu,4
bururdi,N,0.549,bu-rur-di,3
burusi,N,1.92,bu-ru-si,3
burusoil,G,2.469,bu-ru-soil,3
aholkulari,N,8.778,a-hol-ku-la-ri,5
burutada,N,0.549,bu-ru-ta-da,4
burutapen,N,5.486,bu-ru-ta-pen,4
burutazio,N,6.035,bu-ru-ta-zi-o,5
burutsu,G,3.566,bu-ru-tsu,3
burutu,V,155.812,bu-ru-tu,3
burutxo,N,0.549,bu-ru-txo,3
burutza,N,2.195,bu-ru-tza,3
burutzapen,N,3.292,bu-ru-tza-pen,4
burutze,N,1.646,bu-ru-tze,3
buruxka,N,0.549,bu-rux-ka,3
aholkularitza,N,8.504,a-hol-ku-la-ri-tza,6
buruzagi,N,48.554,bu-ru-za-gi,4
buruzagitza,N,7.132,bu-ru-za-gi-tza,5
buruzka,N,0.549,bu-ruz-ka,3
bus,N,1.372,bus,1
busti,V,27.432,bus-ti,2
bustidura,N,5.212,bus-ti-du-ra,4
bustitasun,N,0.549,bus-ti-ta-sun,4
bustitze,N,0.549,bus-ti-tze,3
busto,N,0.823,bus-to,2
butano,N,2.469,bu-ta-no,3
buzeatzaile,G,0.823,bu-ze-a-tzai-le,5
buzo,N,2.469,bu-zo,2
buzoi,G,1.097,bu-zoi,2
buztan,N,9.601,buz-tan,2
buztantxo,N,0.549,buz-tan-txo,3
abadetza,N,1.097,a-ba-de-tza,4
abenturazale,G,1.372,a-ben-tu-ra-za-le,6
aholkutxo,N,0.549,a-hol-ku-txo,4
buztanzuri,N,1.372,buz-tan-zu-ri,4
buztin,N,12.07,buz-tin,2
buztingintza,N,3.017,buz-tin-gin-tza,4
byte,N,1.92,by-te,2
cal,G,1.372,cal,1
campus,N,0.823,cam-pus,2
cancer,G,0.823,can-cer,2
capricornus,N,0.823,ca-pri-cor-nus,4
cartesiar,G,1.372,car-te-si-ar,4
celsius,N,1.097,cel-si-us,3
ahomen,N,0.549,a-ho-men,3
chacra,N,1.097,cha-cra,2
chacta,N,0.549,chac-ta,2
cl,N,2.195,cl,1
collage,N,1.372,co-lla-ge,3
colt,G,0.549,colt,1
continuum,N,0.549,con-ti-nuum,3
copyright,N,0.549,co-py-right,3
corpus,N,4.663,cor-pus,2
cosec,G,0.549,co-sec,2
coulomb,N,2.743,cou-lomb,2
cowboy,N,0.549,cow-boy,2
crithidia,G,0.549,cri-thi-di-a,4
cs,N,0.549,cs,1
cu,N,1.097,cu,1
curriculum,N,10.973,cu-rri-cu-lum,4
dadaista,G,1.097,da-dais-ta,3
dado,N,1.372,da-do,2
daktiliko,G,1.097,dak-ti-li-ko,4
ahopeko,N,0.823,a-ho-pe-ko,4
daktilo,N,1.646,dak-ti-lo,3
dama,N,22.22,da-ma,2
damatxo,N,0.549,da-ma-txo,3
damu,N,8.23,da-mu,2
damutasun,N,0.823,da-mu-ta-sun,4
damutu,V,10.15,da-mu-tu,3
danba,O,6.309,dan-ba,2
danbada,N,2.743,dan-ba-da,3
ahoratu,V,2.195,a-ho-ra-tu,4
danbateko,N,1.92,dan-ba-te-ko,4
danbolin,N,5.486,dan-bo-lin,3
danbolintero,N,0.549,dan-bo-lin-te-ro,5
danbor,N,6.309,dan-bor,2
danborrada,N,1.372,dan-bo-rra-da,4
danborrari,N,0.823,dan-bo-rra-ri,4
dandy,N,1.097,dan-dy,2
danga,N,1.372,dan-ga,2
daniar,N,0.549,da-ni-ar,3
ahosabai,N,1.646,a-ho-sa-bai,4
dantza,N,136.061,dan-tza,2
dantzaldi,N,3.566,dan-tzal-di,3
dantzaleku,N,1.646,dan-tza-le-ku,4
dantzari,N,27.706,dan-tza-ri,3
dantzatoki,N,0.549,dan-tza-to-ki,4
dantzatu,V,10.15,dan-tza-tu,3
danubiar,G,0.823,da-nu-bi-ar,4
dapa,N,0.549,da-pa,2
ahoskaketa,G,0.549,a-hos-ka-ke-ta,5
dardara,N,12.07,dar-da-ra,3
dardaraka,A,2.469,dar-da-ra-ka,4
dardaratu,V,3.292,dar-da-ra-tu,4
dardarizo,N,1.92,dar-da-ri-zo,4
dardarka,A,19.751,dar-dar-ka,3
dardarkari,N,0.549,dar-dar-ka-ri,4
dardo,N,1.646,dar-do,2
ahoskapen,N,0.549,a-hos-ka-pen,4
dartada,N,1.097,dar-ta-da,3
dasta,N,4.115,das-ta,2
dastamen,N,1.372,das-ta-men,3
dastatu,V,13.442,das-ta-tu,3
data,N,38.953,da-ta,2
dataketa,G,1.097,da-ta-ke-ta,4
datapen,N,0.823,da-ta-pen,3
datatu,V,2.469,da-ta-tu,3
datibo,N,2.195,da-ti-bo,3
ahoskatu,V,6.584,a-hos-ka-tu,4
datibodun,G,0.549,da-ti-bo-dun,4
datil,N,0.549,da-til,2
datu,N,156.909,da-tu,2
db,N,2.469,db,1
deabru,N,23.317,de-a-bru,3
deabrukeria,N,1.92,de-a-bru-ke-ri-a,6
deabrutxo,N,2.195,de-a-bru-txo,4
deabruzko,G,1.372,de-a-bruz-ko,4
debalde,A,3.84,de-bal-de,3
debaldetan,N,2.743,de-bal-de-tan,4
debate,N,5.212,de-ba-te,3
debekatu,V,22.494,de-be-ka-tu,4
debeku,N,6.584,de-be-ku,3
debelopatu,G,0.823,de-be-lo-pa-tu,5
deblauki,A,1.92,de-blau-ki,3
debozio,N,5.212,de-bo-zi-o,4
dedal,N,0.549,de-dal,2
aber,N,2.195,a-ber,2
ahoskera,N,9.875,a-hos-ke-ra,4
dedikatu,V,6.035,de-di-ka-tu,4
dedikazio,N,2.469,de-di-ka-zi-o,5
deduktibo,G,1.097,de-duk-ti-bo,4
deduktiboki,A,0.549,de-duk-ti-bo-ki,5
dedukzio,N,1.92,de-duk-zi-o,4
deduzitu,V,2.743,de-du-zi-tu,4
defendatu,V,11.796,de-fen-da-tu,4
defendatzaile,N,4.663,de-fen-da-tzai-le,5
defenditu,V,3.566,de-fen-di-tu,4
defentsa,N,33.192,de-fen-tsa,3
ahoski,G,1.92,a-hos-ki,3
defentsabide,N,0.549,de-fen-tsa-bi-de,5
definitu,V,36.21,de-fi-ni-tu,4
definizio,N,44.439,de-fi-ni-zi-o,5
defizit,N,5.212,de-fi-zit,3
deformatu,V,3.292,de-for-ma-tu,4
deformazio,N,7.132,de-for-ma-zi-o,5
degenerazio,N,1.097,de-ge-ne-ra-zi-o,6
degradatu,V,2.195,de-gra-da-tu,4
degradazio,N,1.92,de-gra-da-zi-o,5
dei,N,104.24,dei,1
deiadar,N,22.768,de-ia-dar,3
deiadarka,A,7.407,de-ia-dar-ka,4
deialdi,N,23.317,de-ial-di,3
deiera,N,1.097,de-ie-ra,3
deigarri,G,2.195,dei-ga-rri,3
deika,A,20.299,dei-ka,2
deiktiko,G,0.823,deik-ti-ko,3
deismo,N,0.549,deis-mo,2
deitoragarri,G,0.823,dei-to-ra-ga-rri,5
deitoratu,V,0.823,dei-to-ra-tu,4
deitu,V,171.997,dei-tu,2
dekadente,G,0.823,de-ka-den-te,4
dekadentzia,N,1.097,de-ka-den-tzi-a,5
dekalitro,N,1.92,de-ka-li-tro,4
dekantazio,N,1.097,de-kan-ta-zi-o,5
deklarapen,N,0.549,de-kla-ra-pen,4
ahots,N,66.385,a-hots,2
deklaratu,V,13.99,de-kla-ra-tu,4
deklarazio,N,7.955,de-kla-ra-zi-o,5
deklinabide,N,6.858,de-kli-na-bi-de,5
deklinatu,V,1.646,de-kli-na-tu,4
deklinazio,N,1.097,de-kli-na-zi-o,5
dekoratu,V,2.195,de-ko-ra-tu,4
dekoratzaile,N,0.823,de-ko-ra-tzai-le,5
dekorazio,N,2.743,de-ko-ra-zi-o,5
dekretatu,V,0.823,de-kre-ta-tu,4
dekretu,N,52.669,de-kre-tu,3
dekurrente,G,0.823,de-ku-rren-te,4
delaware,N,0.549,de-la-wa-re,4
delegatu,V,3.017,de-le-ga-tu,4
delegazio,N,0.549,de-le-ga-zi-o,5
deliberamendu,N,0.549,de-li-be-ra-men-du,6
deliberatu,V,7.681,de-li-be-ra-tu,5
deliberatuki,A,0.549,de-li-be-ra-tu-ki,6
delikatu,G,1.372,de-li-ka-tu,4
ahoz,A,50.474,a-hoz,2
delinkuente,N,0.549,de-lin-ku-en-te,5
delinkuentzia,N,2.195,de-lin-ku-en-tzi-a,6
delitu,N,10.15,de-li-tu,3
delizios,G,1.097,de-li-zi-os,4
delta,N,1.646,del-ta,2
dema,N,4.115,de-ma,2
demagogia,N,1.372,de-ma-go-gi-a,5
demanda,N,7.955,de-man-da,3
demandatu,V,0.823,de-man-da-tu,4
ahul,G,16.185,a-hul,2
demiurgo,N,0.549,de-mi-ur-go,4
demografia,N,3.566,de-mo-gra-fi-a,5
demografiko,G,4.389,de-mo-gra-fi-ko,5
demografikoki,A,0.549,de-mo-gra-fi-ko-ki,6
demokrata,N,7.955,de-mo-kra-ta,4
demokratiko,G,10.973,de-mo-kra-ti-ko,5
demokratikoki,A,2.469,de-mo-kra-ti-ko-ki,6
demokratizatu,V,0.549,de-mo-kra-ti-za-tu,6
demokrazia,N,38.679,de-mo-kra-zi-a,5
demonio,G,4.389,de-mo-ni-o,4
ahuldu,V,13.99,a-hul-du,3
demontre,N,13.167,de-mon-tre,3
demostratibo,G,1.92,de-mos-tra-ti-bo,5
demostratu,V,5.486,de-mos-tra-tu,4
demostrazio,N,0.549,de-mos-tra-zi-o,5
dena,D,1230.038,de-na,2
denario,N,2.469,de-na-ri-o,4
denbora,N,475.94,den-bo-ra,3
denboraldi,N,40.325,den-bo-ral-di,4
denboralditxo,N,1.646,den-bo-ral-di-txo,5
ahuleria,N,2.195,a-hu-le-ri-a,5
denborale,N,1.372,den-bo-ra-le,4
denda,N,47.731,den-da,2
dendari,N,4.663,den-da-ri,3
dendrita,N,0.549,den-dri-ta,3
denge,N,0.823,den-ge,2
aberasgarri,G,3.292,a-be-ras-ga-rri,5
ahulezia,N,8.778,a-hu-le-zi-a,5
denodu,G,0.549,de-no-du,3
dentina,N,0.549,den-ti-na,3
dentista,N,0.549,den-tis-ta,3
dentsitate,N,7.681,den-tsi-ta-te,4
denuntzia,N,0.823,de-nun-tzi-a,4
departamendu,N,5.212,de-par-ta-men-du,5
departamentu,N,6.584,de-par-ta-men-tu,5
dependente,G,1.097,de-pen-den-te,4
dependentzia,N,9.875,de-pen-den-tzi-a,5
deportatu,V,0.549,de-por-ta-tu,4
ahulki,A,0.549,a-hul-ki,3
deportazio,N,0.549,de-por-ta-zi-o,5
deporte,G,0.823,de-por-te,3
deportista,N,1.372,de-por-tis-ta,4
depositu,N,4.389,de-po-si-tu,4
depredatzaile,G,0.549,de-pre-da-tzai-le,5
depresio,N,4.389,de-pre-si-o,4
deretxo,N,1.646,de-re-txo,3
deribatu,V,2.743,de-ri-ba-tu,4
deriban,N,0.549,de-ri-ban,3
ahultasun,N,0.823,a-hul-ta-sun,4
deribazio,N,1.372,de-ri-ba-zi-o,5
dermatologia,N,1.372,der-ma-to-lo-gi-a,6
derrepente,A,2.195,de-rre-pen-te,4
derrigor,G,12.07,de-rri-gor,3
derrigorrezko,G,20.025,de-rri-go-rrez-ko,5
derrigortu,V,0.549,de-rri-gor-tu,4
ahuntz,N,15.636,a-huntz,2
derrota,N,1.92,de-rro-ta,3
desabantaila,N,3.292,de-sa-ban-tai-la,5
desados,G,0.549,de-sa-dos,3
desadostasun,N,2.469,de-sa-dos-ta-sun,5
desafio,N,6.858,de-sa-fi-o,4
desafioka,A,1.097,de-sa-fi-o-ka,5
desagerketa,N,2.743,de-sa-ger-ke-ta,5
desagertu,V,79.552,de-sa-ger-tu,4
desagregazio,N,0.549,de-sa-gre-ga-zi-o,6
ahur,G,2.195,a-hur,2
desakordio,N,1.372,de-sa-kor-di-o,5
desakort,G,0.549,de-sa-kort,3
desalojamendu,N,0.549,de-sa-lo-ja-men-du,6
desamodio,N,0.549,de-sa-mo-di-o,5
desanimatu,V,1.097,de-sa-ni-ma-tu,5
desanimo,N,0.823,de-sa-ni-mo,4
desantolatu,V,0.549,de-san-to-la-tu,5
desarmatu,V,0.549,de-sar-ma-tu,4
desarratu,V,0.549,de-sa-rra-tu,4
desarroilatu,N,5.761,de-sa-rroi-la-tu,5
ahuspez,A,3.566,a-hus-pez,3
desarroilo,G,7.955,de-sa-rroi-lo,4
desastre,N,1.372,de-sas-tre,3
desatsegin,G,0.823,de-sa-tse-gin,4
desberdin,G,79.552,des-ber-din,3
desberdindu,V,2.743,des-ber-din-du,4
desberdinkeria,N,1.372,des-ber-din-ke-ri-a,6
desberdintasun,N,24.689,des-ber-din-ta-sun,5
desberdintzatu,G,0.823,des-ber-din-tza-tu,5
desbideraketa,N,1.92,des-bi-de-ra-ke-ta,6
desbideratu,V,3.292,des-bi-de-ra-tu,5
ahuspeztu,V,1.097,a-hus-pez-tu,4
desbiderazio,N,3.566,des-bi-de-ra-zi-o,6
desblokeatu,V,0.549,des-blo-ke-a-tu,5
desegin,V,31.272,de-se-gin,3
desegintza,N,0.549,de-se-gin-tza,4
desegoki,G,4.663,de-se-go-ki,4
desegokiro,A,0.823,de-se-go-ki-ro,5
desegokitasun,N,1.646,de-se-go-ki-ta-sun,6
deseinu,N,0.549,de-sei-nu,3
deseman,N,0.549,de-se-man,3
ai,N,83.118,ai,1
desengainatu,V,0.549,de-sen-gai-na-tu,5
desengainu,N,0.549,de-sen-gai-nu,4
desenkusa,N,0.549,de-sen-ku-sa,4
desenkusatu,V,2.195,de-sen-ku-sa-tu,5
desentxufatu,N,0.823,de-sen-txu-fa-tu,5
deserdirapen,N,0.549,de-ser-di-ra-pen,5
deserdiratze,N,0.549,de-ser-di-ra-tze,5
deseroso,G,4.115,de-se-ro-so,4
deserosotasun,N,0.549,de-se-ro-so-ta-sun,6
aida,O,1.097,ai-da,2
deserritu,V,0.549,de-se-rri-tu,4
deserrotu,V,0.823,de-se-rro-tu,4
desertatu,V,1.92,de-ser-ta-tu,4
desertiko,N,0.549,de-ser-ti-ko,4
desertore,N,1.097,de-ser-to-re,4
desertu,N,3.566,de-ser-tu,3
desertzio,N,0.823,de-ser-tzi-o,4
deseskegi,N,0.549,de-ses-ke-gi,4
desesperatu,V,1.372,de-ses-pe-ra-tu,5
aiduru,A,3.017,ai-du-ru,3
desestali,V,1.097,de-ses-ta-li,4
deseuskalduntze,N,0.549,de-seus-kal-dun-tze,5
desfase,N,0.823,des-fa-se,3
desfilatu,V,0.549,des-fi-la-tu,4
desfile,N,1.646,des-fi-le,3
desgrazia,N,1.646,des-gra-zi-a,4
desgraziatu,G,0.549,des-gra-zi-a-tu,5
desilusio,N,0.549,de-si-lu-si-o,5
desinfektatu,V,0.549,de-sin-fek-ta-tu,5
desinfektatzaile,N,0.823,de-sin-fek-ta-tzai-le,6
aberasketa,N,0.823,a-be-ras-ke-ta,5
aienatu,V,3.566,a-ie-na-tu,4
desintegratu,V,0.549,de-sin-te-gra-tu,5
desio,N,10.698,de-si-o,3
desira,N,10.698,de-si-ra,3
desiragarri,G,0.823,de-si-ra-ga-rri,5
desiratu,V,3.017,de-si-ra-tu,4
desitxuraketa,N,0.823,de-si-txu-ra-ke-ta,6
desitxuratu,V,0.823,de-si-txu-ra-tu,5
desjabetu,V,1.097,des-ja-be-tu,4
desjabetzapen,N,0.823,des-ja-be-tza-pen,5
deskafeinatu,N,0.823,des-ka-fei-na-tu,5
aiene,N,2.469,a-ie-ne,3
deskantsatu,V,2.743,des-kan-tsa-tu,4
deskantsu,N,0.823,des-kan-tsu,3
deskarga,N,5.212,des-kar-ga,3
deskargatu,V,1.646,des-kar-ga-tu,4
desklasifikatu,N,0.823,des-kla-si-fi-ka-tu,6
deskolgatu,N,0.823,des-kol-ga-tu,4
deskomekatu,V,0.823,des-ko-me-ka-tu,5
deskonektatu,V,1.097,des-ko-nek-ta-tu,5
deskonposaketa,N,6.035,des-kon-po-sa-ke-ta,6
aieneka,A,3.566,a-ie-ne-ka,4
deskonposatu,V,4.663,des-kon-po-sa-tu,5
deskontatu,V,1.097,des-kon-ta-tu,4
deskontu,N,1.92,des-kon-tu,3
deskribaketa,N,2.469,des-kri-ba-ke-ta,5
deskribapen,N,18.928,des-kri-ba-pen,4
deskribatu,V,30.449,des-kri-ba-tu,4
deskribatzaile,N,0.823,des-kri-ba-tzai-le,5
deskriptibo,G,0.549,des-krip-ti-bo,4
deskriptiboki,A,0.549,des-krip-ti-bo-ki,5
deskripzio,N,6.309,des-krip-zi-o,4
aieru,N,1.372,a-ie-ru,3
deskubrimendu,N,0.549,des-ku-bri-men-du,5
deskubritu,V,7.407,des-ku-bri-tu,4
deskuidatu,V,1.92,des-ku-i-da-tu,5
deskuidu,N,1.372,des-ku-i-du,4
deskutsatu,N,0.823,des-ku-tsa-tu,4
deslai,G,1.92,des-lai,2
desleial,G,1.097,des-le-ial,3
desmitifikatu,V,0.823,des-mi-ti-fi-ka-tu,6
desmuntatu,V,0.823,des-mun-ta-tu,4
desnibel,N,0.823,des-ni-bel,3
desobedientzia,N,1.372,de-so-be-di-en-tzi-a,7
desohore,N,1.92,de-so-ho-re,4
desolatu,V,0.549,de-so-la-tu,4
desordena,N,0.549,de-sor-de-na,4
desordenatu,V,1.097,de-sor-de-na-tu,5
desoreka,N,10.15,de-so-re-ka,4
desorekatu,V,0.549,de-so-re-ka-tu,5
despatxu,N,1.646,des-pa-txu,3
aiher,N,1.92,ai-her,2
despedida,N,1.097,des-pe-di-da,4
despeditu,V,0.549,des-pe-di-tu,4
despiezaketa,N,0.549,des-pi-e-za-ke-ta,6
despistatu,V,1.097,des-pis-ta-tu,4
despiste,N,0.549,des-pis-te,3
desplazamendu,N,6.584,des-pla-za-men-du,5
desplazatu,V,2.743,des-pla-za-tu,4
desplazer,N,0.549,des-pla-zer,3
despolitizatu,V,0.549,des-po-li-ti-za-tu,6
despoltsapen,N,0.823,des-pol-tsa-pen,4
aiherkunde,N,0.823,ai-her-kun-de,4
despoltsatu,N,0.549,des-pol-tsa-tu,4
despopulatu,V,0.549,des-po-pu-la-tu,5
despota,G,0.823,des-po-ta,3
despotiko,G,0.549,des-po-ti-ko,4
despotismo,N,1.646,des-po-tis-mo,4
despreziatu,G,0.549,des-pre-zi-a-tu,5
destaina,N,0.549,des-tai-na,3
destakamendu,N,0.549,des-ta-ka-men-du,5
destakatu,G,0.549,des-ta-ka-tu,4
aihotz,N,0.549,ai-hotz,2
desterru,N,0.549,des-te-rru,3
destinatu,V,1.646,des-ti-na-tu,4
destino,N,4.115,des-ti-no,3
destolestaketa,N,0.549,des-to-les-ta-ke-ta,6
destolestu,V,0.549,des-to-les-tu,4
destrenpu,N,0.549,des-tren-pu,3
deszentralizatu,V,1.097,des-zen-tra-li-za-tu,6
deszentralizazio,N,1.097,des-zen-tra-li-za-zi-o,7
deszifratu,V,0.549,des-zi-fra-tu,4
detaile,N,6.858,de-tai-le,3
aika,A,0.823,ai-ka,2
detailista,G,0.549,de-tai-lis-ta,4
detektagailu,N,0.549,de-tek-ta-gai-lu,5
detektatu,V,3.292,de-tek-ta-tu,4
detektibe,N,6.035,de-tek-ti-be,4
detenitu,G,3.017,de-te-ni-tu,4
detergente,N,0.549,de-ter-gen-te,4
determinante,N,0.549,de-ter-mi-nan-te,5
determinatu,V,6.584,de-ter-mi-na-tu,5
determinatzaile,N,2.743,de-ter-mi-na-tzai-le,6
determinazio,N,2.469,de-ter-mi-na-zi-o,6
determinismo,N,1.097,de-ter-mi-nis-mo,5
determinista,G,0.823,de-ter-mi-nis-ta,5
deun,G,3.017,deun,1
deus,G,80.375,deus,1
deusez,G,0.823,deu-sez,2
deusezketa,N,0.549,deu-sez-ke-ta,4
deuseztaketa,N,0.549,deu-sez-ta-ke-ta,5
deuseztapen,N,1.92,deu-sez-ta-pen,4
deuseztasun,N,0.549,deu-sez-ta-sun,4
deuseztatu,V,3.84,deu-sez-ta-tu,4
aberaski,N,0.823,a-be-ras-ki,4
ailegatu,V,28.255,ai-le-ga-tu,4
deusezte,N,0.549,deu-sez-te,3
deuseztu,G,4.938,deu-sez-tu,3
dezelerazio,N,1.097,de-ze-le-ra-zi-o,6
dezente,G,37.581,de-zen-te,3
dezilitro,N,1.92,de-zi-li-tro,4
dezimetro,N,4.938,de-zi-me-tro,4
dg,G,0.549,dg,1
diafragma,N,3.017,di-a-frag-ma,4
aimara,N,1.372,ai-ma-ra,3
diagnosi,N,2.195,di-ag-no-si,4
diagnostikatu,V,1.646,di-ag-nos-ti-ka-tu,6
diagnostiko,N,9.875,di-ag-nos-ti-ko,5
diagonal,G,3.017,di-a-go-nal,4
diagonalka,A,0.549,di-a-go-nal-ka,5
