lemma,ehme_n,ehme_freq,ehme_log,pos,nwords,lemmalength
gazela,61,2.68,0.57,ize,5,6
gazelakume,3,0.13,0.05,ize,1,10
gazeta,17,0.75,0.24,ize,4,6
gazgabe,1,0.04,0.02,adj,1,7
gazi,450,19.81,1.32,adj,30,4
gazigarri,1,0.04,0.02,ize,1,9
gazigeza,1,0.04,0.02,adj,1,8
gazigozo,1,0.04,0.02,adj,1,8
gazikara,2,0.09,0.04,adj,2,8
gaziki,1,0.04,0.02,adb,1,6
gazikutxa,4,0.18,0.07,ize,3,9
gazimin,1,0.04,0.02,adj,1,7
gazitasun,11,0.48,0.17,ize,4,9
gazitegi,12,0.53,0.18,ize,5,8
gazitu,78,3.43,0.65,adi,17,6
gazna,12,0.53,0.18,ize,3,5
gaznategi,2,0.09,0.04,ize,1,9
gazoil,1,0.04,0.02,ize,1,6
gazpacho,3,0.13,0.05,ize,2,8
gazpatxo,2,0.09,0.04,ize,2,8
gazta,557,24.52,1.41,ize,24,5
gaztagile,12,0.53,0.18,ize,5,9
gaztagin,3,0.13,0.05,ize,2,8
gaztagintza,2,0.09,0.04,ize,2,11
gaztai,7,0.31,0.12,ize,2,6
gaztain,44,1.94,0.47,ize,2,7
gaztaina,187,8.23,0.97,ize,14,8
gaztainadi,22,0.97,0.29,ize,9,10
gaztaindegi,2,0.09,0.04,ize,2,11
gaztaindi,2,0.09,0.04,ize,2,9
gaztaingorri,2,0.09,0.04,ize,2,12
gaztainkara,27,1.19,0.34,adj,7,11
gaztainkolore,2,0.09,0.04,ize,1,13
gaztainondo,67,2.95,0.6,ize,15,11
gaztainopil,1,0.04,0.02,ize,1,11
gaztaka,4,0.18,0.07,adb,2,7
gaztakide,1,0.04,0.02,ize,1,9
gaztaleku,2,0.09,0.04,ize,2,9
gaztan,1,0.04,0.02,ize,1,6
gaztanbera,43,1.89,0.46,ize,6,10
gaztandegi,6,0.26,0.1,ize,2,10
gaztanontzi,2,0.09,0.04,ize,1,11
gaztantzera,1,0.04,0.02,ize,1,11
gaztaro,426,18.75,1.3,ize,18,7
gaztategi,2,0.09,0.04,ize,2,9
gazte,23646,1040.78,3.02,adj,140,5
gazteagotu,2,0.09,0.04,adi,2,10
gaztealargun,1,0.04,0.02,ize,1,12
gaztean,70,3.08,0.61,adj,1,7
gaztearo,1,0.04,0.02,ize,1,8
gazteberritu,1,0.04,0.02,adi,1,12
gaztebide,1,0.04,0.02,ize,1,9
gaztebilgune,2,0.09,0.04,ize,1,12
gaztedanik,12,0.53,0.18,adb,1,10
gaztedi,365,16.07,1.23,ize,13,7
gaztegi,2,0.09,0.04,ize,2,7
gaztegintza,1,0.04,0.02,ize,1,11
gaztego,3,0.13,0.05,ize,3,7
gaztegun,7,0.31,0.12,ize,1,8
gaztegura,1,0.04,0.02,ize,1,9
gaztegurako,1,0.04,0.02,ize,1,11
gazteiztar,1,0.04,0.02,adj,1,10
gaztekeria,1,0.04,0.02,ize,1,10
gaztekiro,1,0.04,0.02,adb,1,9
gaztekolore,1,0.04,0.02,ize,1,11
gaztekote,1,0.04,0.02,ize,1,9
gaztel,8,0.35,0.13,ize,1,6
gaztela,404,17.78,1.27,ize,4,7
gaztelan,37,1.63,0.42,ize,2,8
gaztelania,1740,76.59,1.89,ize,24,10
gaztelaniadun,2,0.09,0.04,adj,2,13
gaztelaniar,2,0.09,0.04,adj,1,11
gaztelaniaratu,9,0.4,0.15,adi,4,14
gaztelaniatu,3,0.13,0.05,adi,3,12
gaztelaniera,2,0.09,0.04,ize,1,12
gaztelar,38,1.67,0.43,adj,12,8
gaztelaratu,1,0.04,0.02,adi,1,11
gaztelau,42,1.85,0.45,adj,11,8
gaztelazale,1,0.04,0.02,adj,1,11
gazteleku,7,0.31,0.12,ize,2,9
gaztelera,446,19.63,1.31,ize,17,9
gazteleradun,1,0.04,0.02,adj,1,12
gazteleraegi,1,0.04,0.02,ize,1,12
gazteleratu,5,0.22,0.09,adi,4,11
gaztelhaize,1,0.04,0.02,ize,1,11
gaztelhego,1,0.04,0.02,ize,1,10
gaztelofono,1,0.04,0.02,ize,1,11
gaztelu,1611,70.91,1.86,ize,43,7
gazteluar,4,0.18,0.07,adj,4,9
gazteluburu,2,0.09,0.04,ize,2,11
gaztelupe,69,3.04,0.61,ize,3,9
gazteluzain,55,2.42,0.53,ize,8,11
gazteman,1,0.04,0.02,ize,1,8
gazteria,830,36.53,1.57,ize,21,8
gazterik,326,14.35,1.19,adj,1,8
gaztero,2,0.09,0.04,adb,2,7
gaztetako,133,5.85,0.84,adj,2,9
gaztetan,444,19.54,1.31,adb,1,8
gaztetandik,50,2.2,0.51,adb,1,11
gaztetarzun,1,0.04,0.02,ize,1,11
gaztetasun,279,12.28,1.12,ize,16,10
gaztetatik,97,4.27,0.72,adb,2,10
gaztetsu,3,0.13,0.05,adj,2,8
gaztetu,84,3.7,0.67,adi,11,7
gaztetualdi,1,0.04,0.02,ize,1,11
gaztetxe,1212,53.35,1.74,ize,41,8
gaztetxekide,6,0.26,0.1,ize,4,12
gaztetxero,1,0.04,0.02,adj,1,10
gaztetxo,1002,44.1,1.65,ize,45,8
gaztetxokeria,1,0.04,0.02,ize,1,13
gaztetze,26,1.14,0.33,adi,4,8
gaztexago,16,0.7,0.23,adj,5,9
gaztexko,6,0.26,0.1,adj,2,8
gaztexo,3,0.13,0.05,adj,3,7
gaztezutuan,1,0.04,0.02,adb,1,11
gazteñi,4,0.18,0.07,adj,3,7
gazteño,24,1.06,0.31,adj,4,7
gaztiatu,5,0.22,0.09,adi,3,8
gaztigagaitz,1,0.04,0.02,adj,1,12
gaztigatu,290,12.76,1.14,adi,18,9
gaztigu,352,15.49,1.22,ize,22,7
gaztiguka,2,0.09,0.04,adb,1,9
gaztitu,1,0.04,0.02,adi,1,7
gazur,8,0.35,0.13,ize,1,5
gazura,22,0.97,0.29,ize,6,6
gazure,1,0.04,0.02,ize,1,6
gebro,1,0.04,0.02,ize,1,5
gedar,1,0.04,0.02,ize,1,5
gehi,305,13.42,1.16,lot,1,4
gehiago,33006,1452.77,3.16,zen,47,7
gehiagoan,36,1.58,0.41,zen,1,9
gehiagodun,1,0.04,0.02,adj,1,10
gehiagoka,176,7.75,0.94,adb,5,9
gehiagoketa,1,0.04,0.02,ize,1,11
gehiagonaka,1,0.04,0.02,adb,1,11
gehiagorik,461,20.29,1.33,adb,1,10
gehiagotan,1640,72.19,1.86,adb,1,10
gehiagotariko,1,0.04,0.02,adj,1,13
gehiagotasun,14,0.62,0.21,ize,5,12
gehiagotu,10,0.44,0.16,adi,6,9
gehiegi,3012,132.57,2.13,zen,26,7
gehiegietsi,2,0.09,0.04,adi,1,11
gehiegikeria,778,34.24,1.55,ize,28,12
gehiegisko,1,0.04,0.02,adb,1,10
gehiegitan,59,2.6,0.56,adb,1,10
gehiegitariko,1,0.04,0.02,adj,1,13
gehiegitasun,4,0.18,0.07,ize,4,12
gehiegitu,1,0.04,0.02,adi,1,9
gehiegitxo,81,3.57,0.66,zen,2,10
gehiegizka,2,0.09,0.04,adb,1,10
gehiegizko,1069,47.05,1.68,zen,22,10
gehien,11766,517.88,2.72,zen,51,6
gehienaz,12,0.53,0.18,adb,1,8
gehienbat,711,31.29,1.51,adb,1,9
gehienbatean,1,0.04,0.02,adb,1,12
gehiendu,1,0.04,0.02,adi,1,8
gehienean,120,5.28,0.8,adb,1,9
gehienetan,2042,89.88,1.96,adb,1,10
gehienez,604,26.59,1.44,adb,1,8
gehienezko,102,4.49,0.74,zen,4,10
gehiengo,2403,105.77,2.03,ize,27,8
gehiengotar,2,0.09,0.04,adj,2,11
gehienik,390,17.17,1.26,adb,1,8
gehiensko,1,0.04,0.02,adb,1,9
gehientasun,1,0.04,0.02,ize,1,11
gehientsu,231,10.17,1.05,adj,19,9
gehientsuen,6,0.26,0.1,adj,2,11
gehientxi,1,0.04,0.02,adb,1,9
gehienxko,2,0.09,0.04,adb,2,9
gehigarri,466,20.51,1.33,adj,21,9
gehigarripe,1,0.04,0.02,ize,1,11
gehigekeria,1,0.04,0.02,ize,1,11
gehikeria,3,0.13,0.05,ize,3,9
gehiketa,18,0.79,0.25,ize,5,8
gehiki,1,0.04,0.02,ize,1,6
gehikin,2,0.09,0.04,ize,2,7
gehikor,1,0.04,0.02,adj,1,7
gehikortasun,1,0.04,0.02,ize,1,12
gehikuntza,44,1.94,0.47,ize,9,10
gehitien,1,0.04,0.02,adb,1,8
gehitu,2806,123.51,2.1,adi,31,6
gehitxo,88,3.87,0.69,zen,3,7
gehitxoago,2,0.09,0.04,adb,2,10
gehitxokeria,1,0.04,0.02,ize,1,12
gehixago,215,9.46,1.02,adb,6,8
gehixeago,285,12.54,1.13,zen,9,9
gehixen,4,0.18,0.07,adb,2,7
gehixko,4,0.18,0.07,adb,1,7
gehixoñoki,1,0.04,0.02,adb,1,10
gei,73,3.21,0.62,adj,7,3
geiagoka,1,0.04,0.02,adb,1,8
geigertar,1,0.04,0.02,adj,1,9
geinatu,3,0.13,0.05,adi,2,7
geiser,8,0.35,0.13,ize,2,6
geisha,14,0.62,0.21,ize,3,6
gel,50,2.2,0.51,ize,1,3
gela,9555,420.57,2.62,ize,68,4
geladun,2,0.09,0.04,adj,1,7
gelagoi,1,0.04,0.02,ize,1,7
gelaka,5,0.22,0.09,adb,1,6
gelakide,73,3.21,0.62,ize,14,8
gelamodu,1,0.04,0.02,ize,1,8
gelaratu,16,0.7,0.23,adi,3,8
gelari,91,4.01,0.7,ize,11,6
gelarte,2,0.09,0.04,ize,2,7
gelaska,3,0.13,0.05,ize,2,7
gelatar,2,0.09,0.04,adj,1,7
gelatina,27,1.19,0.34,ize,6,8
gelatinarazgarri,1,0.04,0.02,adj,1,16
gelatxotar,2,0.09,0.04,adj,2,10
gelatzar,1,0.04,0.02,ize,1,8
gelaurre,10,0.44,0.16,ize,5,8
gelaxka,85,3.74,0.68,ize,11,7
gelazain,28,1.23,0.35,ize,6,8
gelazulo,11,0.48,0.17,ize,7,8
gelbera,5,0.22,0.09,adj,2,7
geldi,2077,91.42,1.97,adj,32,5
geldiagotu,4,0.18,0.07,adi,1,10
geldialdi,410,18.05,1.28,ize,29,9
geldiarazi,1131,49.78,1.71,adi,22,10
geldiarazle,4,0.18,0.07,ize,2,11
geldiera,1,0.04,0.02,ize,1,8
geldierazi,1,0.04,0.02,adi,1,10
geldieri,1,0.04,0.02,adj,1,8
geldiezin,152,6.69,0.89,adj,12,9
geldiezinki,1,0.04,0.02,adb,1,11
geldigabe,5,0.22,0.09,adj,3,9
geldigaitz,11,0.48,0.17,adj,4,10
geldigarri,2,0.09,0.04,adj,2,10
geldigeldirik,3,0.13,0.05,adb,1,13
geldigor,3,0.13,0.05,adj,3,8
geldigune,5,0.22,0.09,ize,4,9
geldika,8,0.35,0.13,adb,1,7
geldikako,69,3.04,0.61,adj,1,9
geldikeria,7,0.31,0.12,ize,3,10
geldiketa,87,3.83,0.68,ize,9,9
geldikiro,1,0.04,0.02,adb,1,9
geldikor,11,0.48,0.17,adj,4,8
geldileku,6,0.26,0.1,ize,3,9
geldirik,946,41.64,1.63,adb,1,8
geldiro,209,9.2,1.01,adb,3,7
gelditasun,109,4.8,0.76,ize,13,10
gelditu,16249,715.2,2.86,adi,58,7
geldiune,93,4.09,0.71,ize,11,8
geldizale,1,0.04,0.02,adj,1,9
geldo,461,20.29,1.33,adj,40,5
geldokeria,3,0.13,0.05,ize,3,10
geldoki,2,0.09,0.04,adb,1,7
geldokote,2,0.09,0.04,ize,2,9
geldotasun,77,3.39,0.64,ize,12,10
geldotu,50,2.2,0.51,adi,14,7
geldotzar,1,0.04,0.02,ize,1,9
geldu,1,0.04,0.02,adi,1,5
gelignita,1,0.04,0.02,ize,1,9
gelizatu,1,0.04,0.02,adi,1,8
gelocatil,4,0.18,0.07,ize,1,9
geltoki,2301,101.28,2.01,ize,38,7
geltokiburu,6,0.26,0.1,ize,3,11
geltokipe,3,0.13,0.05,ize,2,9
geltokiratu,2,0.09,0.04,adi,2,11
gema,60,2.64,0.56,ize,1,4
gemaniko,2,0.09,0.04,adj,2,8
gemen,1,0.04,0.02,ize,1,5
gemmoterapia,2,0.09,0.04,ize,1,12
gemoterapia,1,0.04,0.02,ize,1,11
gendarma,1,0.04,0.02,ize,1,8
gendarme,10,0.44,0.16,ize,4,8
gene,671,29.53,1.48,ize,30,4
genealogia,74,3.26,0.63,ize,11,10
genealogiazalea,1,0.04,0.02,adj,1,15
genealogiko,46,2.02,0.48,adj,11,11
genealogista,2,0.09,0.04,ize,2,12
generadore,6,0.26,0.1,ize,4,10
general,169,7.44,0.93,ize,6,7
generalisimo,11,0.48,0.17,ize,3,12
generalista,1,0.04,0.02,adj,1,11
generalitate,239,10.52,1.06,ize,3,12
generalizatu,6,0.26,0.1,adi,4,12
generalizazio,5,0.22,0.09,ize,5,13
generapen,1,0.04,0.02,ize,1,9
generatibismo,1,0.04,0.02,ize,1,13
generatibista,2,0.09,0.04,adj,2,13
generatibo,8,0.35,0.13,adj,5,10
generatu,1,0.04,0.02,adi,1,8
generazio,6,0.26,0.1,ize,3,9
generazional,1,0.04,0.02,adj,1,12
generazione,2,0.09,0.04,ize,1,11
generiko,65,2.86,0.59,adj,12,8
generis,8,0.35,0.13,adj,1,7
genero,1119,49.25,1.7,ize,36,6
generoka,5,0.22,0.09,adb,1,8
generokide,1,0.04,0.02,ize,1,10
genesi,45,1.98,0.47,ize,5,6
genesiako,1,0.04,0.02,adj,1,9
genetika,174,7.66,0.94,ize,10,8
genetikalari,4,0.18,0.07,ize,3,12
genetikari,9,0.4,0.15,ize,2,10
genetiko,498,21.92,1.36,adj,27,8
genetikoki,125,5.5,0.81,adb,1,10
genetista,38,1.67,0.43,adj,8,9
genetlialogia,2,0.09,0.04,ize,1,13
genevar,1,0.04,0.02,adj,1,7
genial,7,0.31,0.12,adj,2,6
geniko,18,0.79,0.25,adj,10,6
genikulatu,1,0.04,0.02,adj,1,10
genio,26,1.14,0.33,adj,3,5
genistein,1,0.04,0.02,ize,1,9
genital,100,4.4,0.73,adj,13,7
genitale,1,0.04,0.02,ize,1,8
genitalitate,2,0.09,0.04,ize,2,12
genitibo,20,0.88,0.27,ize,5,8
genoar,4,0.18,0.07,adj,3,6
genoatar,2,0.09,0.04,adj,2,8
genoma,133,5.85,0.84,ize,10,6
genomika,2,0.09,0.04,ize,2,8
genomiko,3,0.13,0.05,adj,2,8
genoterapia,1,0.04,0.02,ize,1,11
genotipo,8,0.35,0.13,ize,4,8
genozida,10,0.44,0.16,ize,5,8
genozidio,254,11.18,1.09,ize,19,9
genozidioka,1,0.04,0.02,adb,1,11
gentleman,19,0.84,0.26,ize,5,9
gentza,2,0.09,0.04,ize,2,6
gentziana,1,0.04,0.02,ize,1,9
genuflexio,1,0.04,0.02,ize,1,10
geobiografia,1,0.04,0.02,ize,1,12
geodesia,1,0.04,0.02,ize,1,8
geodesiko,1,0.04,0.02,adj,1,9
geodinamika,6,0.26,0.1,ize,2,11
geoestazionario,1,0.04,0.02,ize,1,15
geoestrategia,1,0.04,0.02,ize,1,13
geoestrategiko,3,0.13,0.05,adj,3,14
geofisika,5,0.22,0.09,ize,1,9
geofisikari,1,0.04,0.02,ize,1,11
geofisiko,3,0.13,0.05,adj,3,9
geografia,383,16.86,1.25,ize,19,9
geografialari,1,0.04,0.02,ize,1,13
geografiko,169,7.44,0.93,adj,18,10
geografikoki,35,1.54,0.4,adb,1,12
geografo,29,1.28,0.36,ize,7,8
geologia,76,3.35,0.64,ize,9,8
geologialari,1,0.04,0.02,ize,1,12
geologiko,47,2.07,0.49,adj,11,9
geologikoki,2,0.09,0.04,adb,1,11
geologo,88,3.87,0.69,ize,10,7
geomantiko,5,0.22,0.09,adj,1,10
geomantzia,7,0.31,0.12,ize,3,10
geomatrikoki,1,0.04,0.02,adb,1,12
geometra,26,1.14,0.33,adj,5,8
geometria,269,11.84,1.11,ize,12,9
geometrialari,4,0.18,0.07,ize,3,13
geometriazale,1,0.04,0.02,adj,1,13
geometriko,182,8.01,0.95,adj,19,10
geometrikodun,1,0.04,0.02,adj,1,13
geometrikoki,8,0.35,0.13,adb,1,12
geometrilari,1,0.04,0.02,ize,1,12
geometrizatu,1,0.04,0.02,adi,1,12
geometrizazio,2,0.09,0.04,ize,1,13
geopoetika,1,0.04,0.02,ize,1,10
geopoetiko,2,0.09,0.04,adj,1,10
geopolitika,22,0.97,0.29,ize,6,11
geopolitiko,20,0.88,0.27,adj,9,11
georgiano,4,0.18,0.07,adj,3,9
georgiar,54,2.38,0.53,adj,8,8
georgiera,16,0.7,0.23,ize,10,9
georgika,3,0.13,0.05,adj,1,8
geoteknia,1,0.04,0.02,ize,1,9
geotekniko,9,0.4,0.15,adj,4,10
geotermiko,3,0.13,0.05,adj,3,10
geozentriko,2,0.09,0.04,adj,2,11
geozentrismo,3,0.13,0.05,ize,2,12
gepardo,1,0.04,0.02,ize,1,7
gepidiar,1,0.04,0.02,adj,1,8
geraezin,9,0.4,0.15,adj,4,8
geraka,1,0.04,0.02,adj,1,6
gerakaitz,3,0.13,0.05,adj,2,9
gerakin,7,0.31,0.12,ize,3,7
gerakor,1,0.04,0.02,adj,1,7
geraldi,18,0.79,0.25,ize,4,7
geraleku,20,0.88,0.27,ize,7,8
geranio,30,1.32,0.37,ize,7,7
geraniume,1,0.04,0.02,ize,1,9
gerarazi,184,8.1,0.96,adi,13,8
gerasatar,2,0.09,0.04,adj,1,9
geratoki,2,0.09,0.04,ize,2,8
geratu,18200,801.08,2.9,adi,44,6
geratuazi,1,0.04,0.02,adi,1,9
gerba,3,0.13,0.05,ize,1,5
gerbera,1,0.04,0.02,ize,1,7
gerdu,1,0.04,0.02,ize,1,5
gereizi,2,0.09,0.04,ize,2,7
geren,4,0.18,0.07,ize,1,5
gerente,187,8.23,0.97,ize,12,7
gerenteorde,5,0.22,0.09,ize,2,11
gerentzia,4,0.18,0.07,ize,3,9
gereta,7,0.31,0.12,ize,3,6
gerezi,343,15.1,1.21,ize,28,6
gerezidun,2,0.09,0.04,adj,1,9
gerezietar,17,0.75,0.24,adj,6,10
gereziondo,60,2.64,0.56,ize,12,10
gerezitar,1,0.04,0.02,adj,1,9
gerezitegi,1,0.04,0.02,ize,1,10
gerezitu,2,0.09,0.04,adj,1,8
gereztar,1,0.04,0.02,adj,1,8
gereñuar,1,0.04,0.02,adj,1,8
gergizko,3,0.13,0.05,ize,2,8
geri,4,0.18,0.07,ize,2,4
geriatra,31,1.36,0.37,ize,8,8
geriatria,8,0.35,0.13,ize,3,9
geriatriko,47,2.07,0.49,adj,9,10
gerita,1,0.04,0.02,ize,1,6
geriza,251,11.05,1.08,ize,15,6
gerizagabe,1,0.04,0.02,adj,1,10
gerizagailu,2,0.09,0.04,ize,2,11
gerizaleku,2,0.09,0.04,ize,2,10
gerizape,56,2.46,0.54,ize,2,8
gerizapen,6,0.26,0.1,ize,2,9
gerizapetu,1,0.04,0.02,adi,1,10
gerizatoki,1,0.04,0.02,ize,1,10
gerizatu,220,9.68,1.03,adi,22,8
gerizatzaile,4,0.18,0.07,adj,3,12
gerize,1,0.04,0.02,ize,1,6
gerizondo,5,0.22,0.09,ize,5,9
gerizpe,194,8.54,0.98,ize,17,7
gerizpetu,6,0.26,0.1,adi,4,9
gerkatari,8,0.35,0.13,ize,3,9
gerkera,3,0.13,0.05,ize,3,7
gerla,2037,89.66,1.96,ize,32,5
gerlabide,2,0.09,0.04,ize,2,9
gerlaontzi,1,0.04,0.02,ize,1,10
gerlaoste,1,0.04,0.02,ize,1,9
gerlape,1,0.04,0.02,ize,1,7
gerlari,593,26.1,1.43,ize,27,7
gerlarisa,1,0.04,0.02,ize,1,9
gerlati,46,2.02,0.48,adj,2,7
gerlatiar,2,0.09,0.04,adj,1,9
gerlatoki,2,0.09,0.04,ize,2,9
gerlatsu,1,0.04,0.02,adj,1,8
gerlatu,1,0.04,0.02,adi,1,7
gerlauntzi,1,0.04,0.02,ize,1,10
gerlazale,4,0.18,0.07,adj,4,9
germaniar,154,6.78,0.89,adj,16,9
germaniartasun,2,0.09,0.04,ize,2,14
germaniartu,2,0.09,0.04,adi,2,11
germaniera,2,0.09,0.04,ize,2,10
germaniko,52,2.29,0.52,ize,15,9
germanista,7,0.31,0.12,ize,4,10
germano,16,0.7,0.23,adj,2,7
germanofilia,1,0.04,0.02,ize,1,12
germanofilo,3,0.13,0.05,adj,3,11
germanofono,1,0.04,0.02,adj,1,11
germen,17,0.75,0.24,ize,4,6
germinal,12,0.53,0.18,adj,4,8
gernikar,43,1.89,0.46,adj,9,8
gernikartu,1,0.04,0.02,adi,1,10
gernikatu,4,0.18,0.07,adi,1,9
gernu,138,6.07,0.85,ize,14,5
gernubide,2,0.09,0.04,ize,2,9
gernugorotz,1,0.04,0.02,ize,1,11
gernuontzi,1,0.04,0.02,ize,1,10
gero,45377,1997.28,3.3,ize,31,4
geroago,3456,152.12,2.19,adb,1,7
geroagoko,101,4.45,0.74,ize,5,9
geroalat,1,0.04,0.02,adb,1,8
geroaldi,52,2.29,0.52,ize,17,8
geroenean,19,0.84,0.26,adb,1,9
gerogarren,3,0.13,0.05,adj,2,10
geroko,586,25.79,1.43,adj,21,6
gerokoain,1,0.04,0.02,adb,1,9
gerokoak,133,5.85,0.84,adj,1,8
gerokotz,2,0.09,0.04,adb,1,8
gerontokratiko,1,0.04,0.02,adj,1,14
gerontokrazia,5,0.22,0.09,ize,2,13
gerontologia,9,0.4,0.15,ize,1,12
gerontologiko,8,0.35,0.13,adj,5,13
gerora,1085,47.76,1.69,adb,3,6
geroragoan,3,0.13,0.05,adb,1,10
gerorako,125,5.5,0.81,adj,2,8
gerorapen,3,0.13,0.05,ize,2,9
geroratu,48,2.11,0.49,adi,16,8
gerorengo,1,0.04,0.02,adj,1,9
gerotan,19,0.84,0.26,ize,1,7
gerotasun,1,0.04,0.02,ize,1,9
gerotiar,2,0.09,0.04,adj,2,8
gerotxoago,3,0.13,0.05,adb,1,10
geroxago,290,12.76,1.14,adb,3,8
geroxeago,544,23.94,1.4,adb,5,9
geroz,1349,59.38,1.78,adb,1,5
gerozago,5,0.22,0.09,adb,2,8
geroztik,4637,204.1,2.31,adb,3,8
geroztikako,41,1.8,0.45,adj,4,11
geroztiko,48,2.11,0.49,adj,8,9
gerra,8411,370.21,2.57,ize,46,5
gerragintza,15,0.66,0.22,ize,4,11
gerragizon,1,0.04,0.02,ize,1,10
gerraide,1,0.04,0.02,ize,1,8
gerrakeria,1,0.04,0.02,ize,1,10
gerrakin,1,0.04,0.02,ize,1,8
gerralan,2,0.09,0.04,ize,1,8
gerraldi,5,0.22,0.09,ize,4,8
gerraleku,1,0.04,0.02,ize,1,9
gerraondo,42,1.85,0.45,ize,8,9
gerraontzi,29,1.28,0.36,ize,8,10
gerraoste,77,3.39,0.64,ize,9,9
gerrape,1,0.04,0.02,ize,1,7
gerrari,289,12.72,1.14,ize,10,7
gerratar,2,0.09,0.04,adj,2,8
gerrate,97,4.27,0.72,ize,15,7
gerrauntzi,2,0.09,0.04,ize,1,10
gerraurre,13,0.57,0.2,ize,5,9
gerrazale,30,1.32,0.37,adj,7,9
gerrazaletasun,1,0.04,0.02,ize,1,14
gerren,74,3.26,0.63,ize,4,6
gerrero,6,0.26,0.1,ize,2,7
gerri,997,43.88,1.65,ize,25,5
gerrialde,56,2.46,0.54,ize,9,9
gerrialdi,1,0.04,0.02,ize,1,9
gerriazpi,1,0.04,0.02,ize,1,9
gerribuelta,7,0.31,0.12,ize,6,11
gerrigain,1,0.04,0.02,ize,1,9
gerrikatu,1,0.04,0.02,adi,1,9
gerriko,500,22.01,1.36,ize,22,7
gerrikodun,1,0.04,0.02,adj,1,10
gerrikogabetu,1,0.04,0.02,adi,1,13
gerrikomin,3,0.13,0.05,ize,3,10
gerrikope,4,0.18,0.07,ize,1,9
gerrila,4,0.18,0.07,ize,3,7
gerrilari,9,0.4,0.15,ize,3,9
gerrilla,283,12.46,1.13,ize,20,8
gerrillaburu,3,0.13,0.05,ize,2,12
gerrillari,902,39.7,1.61,ize,24,10
gerrillariburu,1,0.04,0.02,ize,1,14
gerrillarri,7,0.31,0.12,ize,3,11
gerrillero,4,0.18,0.07,ize,3,10
gerrilodi,1,0.04,0.02,adj,1,9
gerriondo,2,0.09,0.04,ize,2,9
gerripe,8,0.35,0.13,ize,5,7
gerripeko,10,0.44,0.16,ize,5,9
gerriratu,2,0.09,0.04,adi,2,9
gerritxori,2,0.09,0.04,adj,2,10
gerroar,1,0.04,0.02,adj,1,7
gerrondo,2,0.09,0.04,ize,2,8
gerrontze,6,0.26,0.1,ize,4,9
gerroste,1,0.04,0.02,ize,1,8
gerruntze,71,3.13,0.62,ize,10,9
gertabide,3,0.13,0.05,ize,3,9
gertaera,2645,116.42,2.07,ize,32,8
gertagaitz,28,1.23,0.35,adj,9,10
gertagaiztasun,1,0.04,0.02,ize,1,14
gertagarri,38,1.67,0.43,adj,10,10
gertagarritasun,15,0.66,0.22,ize,5,15
gertairudi,2,0.09,0.04,ize,2,10
gertakari,2727,120.03,2.08,ize,42,9
gertakaritu,1,0.04,0.02,adi,1,11
gertakera,1,0.04,0.02,ize,1,9
gertaketa,2,0.09,0.04,ize,2,9
gertaki,43,1.89,0.46,ize,9,7
gertakitzun,1,0.04,0.02,ize,1,11
gertakizun,559,24.6,1.41,ize,25,10
gertakor,2,0.09,0.04,adj,2,8
gertakortasun,4,0.18,0.07,ize,2,13
gertakuntza,1,0.04,0.02,ize,1,11
gertaldi,93,4.09,0.71,ize,11,8
gertaleku,64,2.82,0.58,ize,10,9
gertamen,1,0.04,0.02,ize,1,8
gertarazi,21,0.92,0.28,adi,4,9
gertari,3,0.13,0.05,ize,3,7
gertatera,1,0.04,0.02,ize,1,9
gertatu,19768,870.09,2.94,adi,102,7
gertatuberri,1,0.04,0.02,adj,1,12
gertatugabeko,2,0.09,0.04,adj,2,13
gertatzen,9479,417.22,2.62,ize,3,9
gertu,3580,157.57,2.2,adi,71,5
gertuagotu,1,0.04,0.02,adi,1,10
gertuan,42,1.85,0.45,adb,1,7
gertuera,4,0.18,0.07,ize,2,8
gertuki,5,0.22,0.09,adb,1,7
gertuko,197,8.67,0.99,adi,2,7
gertukotasun,1,0.04,0.02,ize,1,12
gerturaketa,1,0.04,0.02,ize,1,11
gerturatu,671,29.53,1.48,adi,26,9
gerturik,41,1.8,0.45,adb,1,8
gertutasun,89,3.92,0.69,ize,13,10
gertutu,4,0.18,0.07,adi,3,7
gertuz,4,0.18,0.07,adb,1,6
gerundio,4,0.18,0.07,ize,3,8
geruntze,1,0.04,0.02,ize,1,8
geruza,434,19.1,1.3,ize,21,6
geruzadun,1,0.04,0.02,adj,1,9
geruzaka,1,0.04,0.02,ize,1,8
geruzape,2,0.09,0.04,ize,1,8
geruzapen,2,0.09,0.04,ize,2,9
geruzatu,1,0.04,0.02,adi,1,8
gerxondar,12,0.53,0.18,adj,5,9
gesal,14,0.62,0.21,ize,7,5
gesaldu,8,0.35,0.13,adi,4,7
gestaltista,5,0.22,0.09,adj,3,11
gestapo,37,1.63,0.42,ize,5,7
gestio,120,5.28,0.8,ize,17,6
gestiogintza,3,0.13,0.05,ize,2,12
gestionatu,8,0.35,0.13,adi,3,10
gestora,3,0.13,0.05,ize,2,7
gestoria,1,0.04,0.02,ize,1,8
gestu,6,0.26,0.1,ize,4,5
gestual,1,0.04,0.02,adj,1,7
gesu,3,0.13,0.05,ize,1,4
geta,6,0.26,0.1,adj,1,4
getariar,27,1.19,0.34,adj,8,8
getiar,1,0.04,0.02,adj,1,6
getozka,2,0.09,0.04,ize,1,7
gettho,2,0.09,0.04,ize,2,6
